plant_id,Scientific_Name,Common_Name,Family,Traditional_System,Primary_Use,Toxicity_Level,Evidence_Level
543e4208-58d3-4b82-8414-d77f1106a380,Aloe gcsltnx,White Andean Aloe Resin (Liver),Euphorbiaceae,Unani,Cardiovascular,Moderate,Preclinical
d470e294-999f-48ab-9787-8aa8cc37c99f,Bacopa eaiwcac,Gentle Himalayan Bacopa Infusion (Respiratory),Rosaceae,African Traditional,Immune,Moderate,Clinical
797f66da-8b74-4a51-ba34-884360d3805b,Ephedra nkmcymw,Restorative Himalayan Ephedra Root (Skin),Euphorbiaceae,Ayurveda,Respiratory,Moderate,Clinical
8a21b21b-590e-4d2a-8c2b-715c214f3a28,Andrographis phvnipr,Desert Atlas Andrographis Rhizome (Respiratory),Lamiaceae,Western Herbal,Diabetes,Low,Preclinical
38ab4545-9d28-461a-980e-f6ea2fd66dd2,Rauwolfia whiyrvu,Silver Saharan Rauwolfia Essence (Digestive),Solanaceae,Ayurveda,Inflammation,Moderate,Traditional
eefca9d5-d503-48a1-9a11-f4b797b7aa71,Camellia hbxkwtt,Desert Mediterranean Camellia Essence (Skin),Zingiberaceae,Ayurveda,Inflammation,Low,Preclinical
3649feed-ddd2-430a-a11a-ee7f7d82d9fe,Alpinia bkaxqxx,Desert Bengal Alpinia Tonic (Skin),Poaceae,Unani,Sleep,Moderate,Clinical
8f1553d5-fc5f-4118-9fbc-18cae6112987,Ficus bxpxoxo,Golden Nile Ficus Root (Diabetes),Asteraceae,Unani,Stress,High,Preclinical
1560cf4a-a1ad-4d87-84d5-b6cb9ac899ca,Cassia exfowja,White Saharan Cassia Tonic (Respiratory),Asteraceae,Amazonian,Inflammation,High,Preclinical
432c6a26-0926-47a7-b2cc-0c1bf63617e4,Mentha mazbjcd,Healing Bengal Mentha Bark (Sleep),Apiaceae,Ayurveda,Skin,High,Traditional
f9c93c02-e159-4571-a68c-ff0909c559a7,Acacia ccfugas,Golden Bengal Acacia Essence (Cognitive),Lamiaceae,Unani,Respiratory,Moderate,Preclinical
febaeadc-b6b0-4737-948c-c89baa954546,Plantago fnuyyzp,Wild Himalayan Plantago Fruit (Sleep),Rutaceae,TCM,Skin,Low,Preclinical
b17d4d1d-bb6f-40e7-b119-bbd2b0689ae9,Uncaria iuhgkgs,Healing Kerala Uncaria Flower (Cardiovascular),Asteraceae,Western Herbal,Diabetes,Low,Preclinical
50f9ce62-9d85-4c78-aee5-7c6504e86ac9,Berberis vnogdnz,Mountain Sichuan Berberis Rhizome (Immune),Lamiaceae,Ayurveda,Skin,Low,Preclinical
1856363e-ebf4-41e5-9390-a029341c4b82,Adhatoda sxvcltr,Mountain Bengal Adhatoda Leaf (Stress),Araliaceae,Amazonian,Liver,Moderate,Preclinical
26f284fb-2d46-488c-aaf5-c756c069e6a2,Adhatoda jzkikqx,Purifying Yunnan Adhatoda Leaf (Sleep),Rutaceae,Western Herbal,Diabetes,High,Clinical
cbc20d2f-0c0b-478b-8367-c63bde2c193a,Hypericum hlkfuhj,Gentle Bengal Hypericum Leaf (Cognitive),Solanaceae,Western Herbal,Stress,High,Traditional
d4541a0d-73e9-42de-a5d0-909ee6e41f12,Azadirachta gnpjgvo,Strong Mediterranean Azadirachta Leaf (Stress),Rosaceae,Western Herbal,Cardiovascular,Low,Preclinical
aabef222-ba59-4ee7-a3b0-b647a598642f,Moringa oceezdc,Wild Kerala Moringa Elixir (Respiratory),Apiaceae,Western Herbal,Sleep,Low,Preclinical
f59a47d8-4fe5-4559-ab21-70f7408fcd3e,Calendula kbjnaac,Calming Mediterranean Calendula Elixir (Immune),Rosaceae,Amazonian,Cognitive,Moderate,Traditional
347723db-74a5-4dea-bcce-0954aac291c9,Zingiber bgkimep,White Atlas Zingiber Seed (Inflammation),Rutaceae,Amazonian,Immune,Low,Traditional
6f150b8e-d6bb-49c7-a035-3a9e297ea882,Berberis hdpszoz,Purifying Mediterranean Berberis Seed (Immune),Rutaceae,Western Herbal,Digestive,High,Clinical
7de50fa3-edde-460a-beca-10213955882a,Passiflora bqbjlso,Restorative Balkan Passiflora Seed (Sleep),Asteraceae,TCM,Respiratory,High,Clinical
811145c5-0361-4989-adea-cfc7e2c12395,Tinospora bbtssxk,Soothing Bengal Tinospora Elixir (Cognitive),Solanaceae,Unani,Cognitive,Low,Clinical
f2767201-e726-4d89-903b-b409a9041cc4,Taraxacum afbsxft,Gentle Balkan Taraxacum Infusion (Immune),Rosaceae,Ayurveda,Digestive,High,Clinical
80ba336b-a995-439a-9780-0a4a83b73f8f,Phyllanthus kdadnya,Soothing Amazon Phyllanthus Leaf (Stress),Euphorbiaceae,Unani,Inflammation,Low,Traditional
97fc81f6-b0c9-4967-b12e-d4b87a6a7c96,Adhatoda ecdfqcn,Cooling Sichuan Adhatoda Flower (Cognitive),Zingiberaceae,Amazonian,Stress,Moderate,Clinical
4123c996-f9df-44c4-a068-fa6a390f883c,Calendula emsjeid,Calming Sichuan Calendula Infusion (Diabetes),Poaceae,Ayurveda,Cognitive,Moderate,Preclinical
25006aa4-6c0b-479c-9843-e3ace78acb1e,Trigonella clcyrue,White Mediterranean Trigonella Powder (Digestive),Zingiberaceae,TCM,Metabolic,High,Traditional
3f614491-a61f-4cdd-834d-6405c66a18b1,Calendula dhvxxwc,Bitter Himalayan Calendula Fruit (Metabolic),Araliaceae,African Traditional,Stress,Low,Clinical
7a935a4b-0c5e-43ca-9706-238143ea4de5,Moringa wxbkmhf,Healing Amazon Moringa Root (Liver),Rutaceae,African Traditional,Sleep,Low,Traditional
17000f15-c9df-493f-b01a-f6927dec4436,Ficus vwiasmo,Healing Kerala Ficus Elixir (Respiratory),Araliaceae,Amazonian,Digestive,Low,Traditional
9de48f72-fd55-470e-80db-cb3451de64a3,Aegle gisvvus,Silver Bengal Aegle Resin (Immune),Asteraceae,Western Herbal,Cognitive,Low,Clinical
3cc10385-88f5-4a6c-9456-2aa69125c140,Boswellia bhpngsz,Black Nile Boswellia Elixir (Digestive),Euphorbiaceae,African Traditional,Metabolic,Moderate,Clinical
6b033b39-5f7f-4c91-ac9b-ccda6ddcabc7,Zingiber qpmrhdz,Resilient Kerala Zingiber Resin (Stress),Rutaceae,Amazonian,Liver,Moderate,Preclinical
92c61dc7-2209-4aa9-a4d8-045f77cb9bdf,Azadirachta rlpolic,Bright Kerala Azadirachta Infusion (Metabolic),Rutaceae,Western Herbal,Stress,High,Traditional
da42561f-c243-41b0-a5c3-f642391e567e,Calendula dlzjdkl,Silver Himalayan Calendula Infusion (Inflammation),Rutaceae,TCM,Sleep,High,Preclinical
daa14dff-007f-4507-a53d-b72e6fa68134,Angelica wjnqdua,River Kerala Angelica Infusion (Diabetes),Poaceae,African Traditional,Immune,Low,Traditional
cd394bdd-0433-4a37-8bac-57301270a169,Polygonum ujpxdyy,Ancient Nile Polygonum Tonic (Inflammation),Poaceae,Ayurveda,Liver,High,Preclinical
b3103e66-6b72-4fdf-a74d-dcc327c5f6ec,Phyllanthus huqvqoq,Vital Kerala Phyllanthus Leaf (Metabolic),Zingiberaceae,African Traditional,Cognitive,Low,Traditional
c40a2271-8ab4-42d0-9631-946029283659,Salvia sbdvdzk,Wild Andean Salvia Essence (Cardiovascular),Fabaceae,Amazonian,Cardiovascular,Moderate,Preclinical
c8358026-6874-4f3d-ac3d-4c6584361f46,Angelica xksjerh,Vital Sichuan Angelica Seed (Skin),Asteraceae,Amazonian,Respiratory,Moderate,Preclinical
fe74a1b5-ed36-4c34-a862-410afe223b74,Ficus qlvrlfd,Soothing Balkan Ficus Bark (Skin),Poaceae,Amazonian,Liver,Low,Preclinical
d519bdc9-5690-4e1c-87d4-9b57e780c9ce,Moringa kozzqif,Bitter Balkan Moringa Extract (Digestive),Lamiaceae,Amazonian,Metabolic,Moderate,Preclinical
7d8beac2-5477-4f3c-b4aa-54eecbb6fb0c,Curcuma rlmfymn,Calming Andean Curcuma Tonic (Digestive),Rutaceae,Ayurveda,Stress,High,Clinical
78e22b36-8a70-43ac-a165-ab2b47681c80,Calendula cgamgpw,Bright Mediterranean Calendula Root (Sleep),Rutaceae,Ayurveda,Respiratory,Low,Traditional
7531b933-f80f-4d1d-aa8e-d4537b02ea45,Centella ybdygrv,Wild Bengal Centella Fruit (Cognitive),Lamiaceae,Western Herbal,Digestive,Moderate,Preclinical
54af9082-2393-48b8-b6d0-334c726470d6,Ficus xjsfyvv,Mountain Nile Ficus Extract (Respiratory),Fabaceae,Amazonian,Inflammation,High,Preclinical
6663b761-d604-4956-bb4a-947fd983eca9,Acacia aeupmhj,Vital Andean Acacia Root (Digestive),Asteraceae,TCM,Digestive,Moderate,Preclinical
8657c881-1e00-4c5e-bc40-b800df9cdb1e,Glycyrrhiza cjmbfal,Restorative Himalayan Glycyrrhiza Elixir (Inflammation),Apiaceae,TCM,Digestive,High,Traditional
30637af5-5aa7-4301-ae69-8c63659d4bee,Cassia hyrsicu,Vital Nile Cassia Root (Digestive),Asteraceae,Unani,Diabetes,High,Traditional
a48452d4-541f-40cf-97e5-54b3dda38378,Adhatoda urrduml,Fragrant Saharan Adhatoda Rhizome (Cognitive),Zingiberaceae,Ayurveda,Respiratory,Moderate,Traditional
e206b60d-e3da-4f35-962d-b1d7893b6354,Artemisia hrftmdh,Strong Sichuan Artemisia Seed (Inflammation),Asteraceae,TCM,Digestive,Moderate,Preclinical
f6da92df-6efd-4031-a510-d15041a99465,Gymnema hvwjzro,Cooling Sichuan Gymnema Root (Diabetes),Poaceae,African Traditional,Sleep,High,Preclinical
2a385190-df03-44e2-8b28-76904cae3ab6,Acorus asfrovs,River Atlas Acorus Powder (Respiratory),Asteraceae,Amazonian,Diabetes,Moderate,Clinical
2c4eef5b-76f8-4655-885d-44cea9935370,Plantago xtofert,Resilient Nile Plantago Infusion (Metabolic),Zingiberaceae,Ayurveda,Inflammation,High,Preclinical
751a568d-92a8-46bd-9e0a-1c45d899c68d,Phyllanthus gvjjepw,Gentle Kerala Phyllanthus Seed (Respiratory),Solanaceae,Ayurveda,Immune,Low,Traditional
3b9b2c74-bad7-4392-b4ef-f5dd9cd4373e,Hypericum tqfkerd,Sacred Amazon Hypericum Elixir (Diabetes),Zingiberaceae,Unani,Metabolic,Moderate,Preclinical
c34d0709-e109-4be1-aef8-0f780d243625,Rauwolfia tuvyrha,White Himalayan Rauwolfia Infusion (Cardiovascular),Araliaceae,Ayurveda,Inflammation,High,Clinical
cb96b7cc-323a-487b-bd99-b5adac64e356,Ocimum emrqxvo,Sacred Kerala Ocimum Flower (Liver),Araliaceae,Western Herbal,Respiratory,High,Clinical
72cd60ce-6a4e-4f01-b46d-a211a361d08a,Calendula dqneoqf,Healing Saharan Calendula Bark (Metabolic),Solanaceae,African Traditional,Immune,Low,Clinical
55012f63-86f6-4b69-99ac-7d0440a82c17,Zingiber zvzmkdi,Desert Himalayan Zingiber Bark (Liver),Rutaceae,Unani,Metabolic,Moderate,Preclinical
d1031ac0-4128-48aa-b01f-00115e451bf5,Azadirachta cazgmxu,Green Andean Azadirachta Resin (Digestive),Solanaceae,Ayurveda,Skin,High,Clinical
e4368595-9c9e-4091-a905-8d5b9d6b8a42,Taraxacum nvcpyag,Gentle Saharan Taraxacum Extract (Sleep),Zingiberaceae,African Traditional,Cognitive,High,Clinical
38a7aecb-5f4e-4518-98c0-ce5a2ecc5d78,Berberis umydjfj,Strong Balkan Berberis Tonic (Liver),Fabaceae,TCM,Skin,Moderate,Clinical
04accfd2-259c-4b9f-a26a-7938d5725501,Harpagophytum tonivbh,White Bengal Harpagophytum Flower (Digestive),Lamiaceae,African Traditional,Respiratory,Moderate,Traditional
b99d8d41-ee50-4f80-b496-bef1b9ba2a2f,Cassia lqgntqg,Sacred Yunnan Cassia Seed (Cardiovascular),Araliaceae,Unani,Cognitive,Low,Preclinical
6a500c76-ac3d-4910-91a0-d2ff04d03ae6,Withania ujlfdyp,Forest Atlas Withania Seed (Metabolic),Araliaceae,Western Herbal,Stress,Low,Clinical
0b0a971e-ad46-49be-a2b8-d439d0fc914e,Phyllanthus rxfghgj,Strong Balkan Phyllanthus Essence (Respiratory),Araliaceae,Amazonian,Inflammation,High,Traditional
dc825429-afcf-45ba-b1fc-0a32a01aef70,Zingiber vkhkcjv,Resilient Nile Zingiber Essence (Skin),Solanaceae,Ayurveda,Sleep,Moderate,Traditional
2ee3140a-d32d-469b-a99e-11b5df6027e8,Adhatoda pcsvico,Vital Kerala Adhatoda Infusion (Respiratory),Zingiberaceae,Amazonian,Skin,Moderate,Traditional
1130c189-c3b0-4b5d-a1e5-08feda15d86e,Inula shzswzm,Fragrant Bengal Inula Essence (Cognitive),Asteraceae,Western Herbal,Metabolic,Moderate,Preclinical
95e13d31-1d9f-48ea-a229-961ce9dc785e,Inula epigncy,Soothing Saharan Inula Leaf (Stress),Asteraceae,Unani,Cognitive,Low,Preclinical
25f3f344-a49a-4aaf-8dde-01421168a7c4,Phyllanthus ktvuxph,Golden Atlas Phyllanthus Leaf (Digestive),Solanaceae,Ayurveda,Cognitive,Moderate,Preclinical
5f8d33db-7777-4c42-a50b-3e231670a5c2,Salvia wkskjth,Rare Atlas Salvia Flower (Digestive),Fabaceae,Amazonian,Inflammation,Moderate,Clinical
60c7aae8-f183-4eb4-bec1-482fe97708a0,Trigonella fmasiji,Fragrant Himalayan Trigonella Leaf (Diabetes),Solanaceae,African Traditional,Skin,Moderate,Traditional
940e9b1b-c547-4d33-99cf-379effc935ee,Centella viufxxg,White Mediterranean Centella Rhizome (Immune),Fabaceae,African Traditional,Cardiovascular,Low,Clinical
f0b1e1d7-792b-44e1-9ce2-22eb07ff7d83,Silybum ibecoqh,River Amazon Silybum Rhizome (Liver),Solanaceae,African Traditional,Sleep,Moderate,Clinical
f459d2ed-6e78-42a9-8977-7296d076aeec,Moringa fbumaks,Silver Atlas Moringa Rhizome (Stress),Fabaceae,Amazonian,Metabolic,Low,Clinical
7e6b2d90-6f67-4bc2-b27d-1f5102cea708,Alpinia jwamxzp,Purifying Sichuan Alpinia Tonic (Metabolic),Lamiaceae,Western Herbal,Skin,Moderate,Traditional
c6eac5f6-07c1-40ad-9b51-a17b2c253673,Artemisia paayrhw,Strong Amazon Artemisia Resin (Stress),Rosaceae,African Traditional,Liver,Moderate,Traditional
c0a1d95f-114b-489c-b4da-25eec04adaa2,Cinnamomum fvbpztr,Vital Bengal Cinnamomum Root (Stress),Solanaceae,Amazonian,Stress,Low,Clinical
e9d4e8a5-cdaf-4284-beec-25d0c1051c91,Polygonum kwxanpn,Golden Himalayan Polygonum Bark (Inflammation),Rutaceae,African Traditional,Stress,Low,Preclinical
a5610f8f-409c-4ca8-8ba0-c3710c8b4065,Passiflora usgzauu,Fragrant Saharan Passiflora Root (Metabolic),Rosaceae,TCM,Digestive,High,Traditional
5bc4ec6d-b7aa-4772-9e67-70757ac8a61b,Echinacea utacqkw,Soothing Yunnan Echinacea Bark (Diabetes),Araliaceae,Ayurveda,Liver,Low,Clinical
23dd2489-5bec-45d6-b536-37be9e6dd8f5,Ephedra olngyxn,Bright Mediterranean Ephedra Tonic (Immune),Rosaceae,TCM,Skin,Moderate,Traditional
7db8a1d2-80e9-423d-8998-5b5f4f082378,Scutellaria pychomw,Bright Saharan Scutellaria Root (Skin),Fabaceae,Western Herbal,Digestive,Low,Traditional
e2903838-7a34-4af1-b123-678897c15bef,Berberis agjokdy,Black Mediterranean Berberis Seed (Digestive),Araliaceae,Amazonian,Cognitive,High,Traditional
5a1af6ca-dfb8-46e8-a364-5870fd4a5fa7,Passiflora ectphga,Purifying Nile Passiflora Flower (Skin),Asteraceae,TCM,Diabetes,Moderate,Traditional
4c252cef-9499-42b1-a8b3-5afa412620b5,Thymus ktclalp,Desert Balkan Thymus Extract (Stress),Solanaceae,African Traditional,Digestive,High,Preclinical
28e206fa-0501-47ba-a10b-a14a61669962,Acacia evmfpxt,Mountain Mediterranean Acacia Elixir (Respiratory),Rosaceae,African Traditional,Cardiovascular,Moderate,Preclinical
26fa672e-31e2-499a-a799-39093627537b,Moringa rhdbifw,Restorative Bengal Moringa Essence (Diabetes),Rosaceae,Western Herbal,Cardiovascular,High,Preclinical
e621004e-e8c6-4d07-8b4e-cb2ade16415f,Lavandula ytmmwjo,Mountain Bengal Lavandula Leaf (Diabetes),Rosaceae,Amazonian,Stress,Low,Clinical
c1595d4c-c61d-4de2-8742-d877400e3e79,Hypericum wjckpss,Green Bengal Hypericum Extract (Stress),Solanaceae,Amazonian,Diabetes,High,Traditional
72503596-f3dc-4d5b-94a9-051355035f4b,Zingiber ukdulfy,Wild Nile Zingiber Rhizome (Immune),Euphorbiaceae,African Traditional,Cardiovascular,Low,Clinical
4c318baf-5509-43b9-90d8-6a5c232270c2,Angelica bnonptl,Fragrant Nile Angelica Resin (Cognitive),Euphorbiaceae,Amazonian,Diabetes,Low,Clinical
f69b3936-e7ba-4aee-8ac3-79f4d5e7ce50,Passiflora stvieoq,Black Bengal Passiflora Elixir (Immune),Solanaceae,Amazonian,Inflammation,High,Traditional
a729e21d-50da-4e86-8fc2-93a5127a93ee,Harpagophytum kklvqej,Forest Balkan Harpagophytum Elixir (Stress),Apiaceae,Ayurveda,Skin,High,Preclinical
54885b0f-a91d-4a0d-9241-c88c85fd22fd,Berberis thlrsnh,Bright Amazon Berberis Essence (Skin),Poaceae,Ayurveda,Cognitive,High,Preclinical
95290898-7166-4fad-a8f7-cfc2568b4966,Taraxacum hrphgbe,White Kerala Taraxacum Powder (Liver),Zingiberaceae,Ayurveda,Cardiovascular,High,Preclinical
06a7a6ee-b89b-4396-950e-aa48a76a9342,Mentha ytvtofl,Sacred Mediterranean Mentha Flower (Cognitive),Araliaceae,Ayurveda,Digestive,Moderate,Clinical
ec810806-c2e8-471c-95de-5f3d5d6d31df,Berberis tokofrd,Bitter Balkan Berberis Root (Immune),Solanaceae,African Traditional,Sleep,Moderate,Traditional
226bd44c-0ef3-4de9-9931-56a2b04c6d1a,Terminalia lgkezra,Forest Mediterranean Terminalia Resin (Skin),Rutaceae,African Traditional,Digestive,Low,Traditional
d783c847-c96c-4f47-81be-58d9c267f105,Acacia wiudwtu,Vital Kerala Acacia Fruit (Diabetes),Apiaceae,Unani,Inflammation,Moderate,Clinical
4fb4b055-4861-4df6-9117-c5b19f050724,Curcuma uychojx,Gentle Himalayan Curcuma Bark (Inflammation),Zingiberaceae,TCM,Digestive,Moderate,Traditional
15bec77a-d4c9-42aa-95e6-d0f2730d5ba6,Valeriana gudolzo,Restorative Balkan Valeriana Leaf (Liver),Araliaceae,African Traditional,Inflammation,High,Preclinical
baf2fdac-6947-4839-9abb-ade2d66597d9,Bacopa vxkakpi,Calming Nile Bacopa Fruit (Respiratory),Asteraceae,Western Herbal,Sleep,High,Preclinical
f490e724-97d0-4af4-928c-b1cdccc69515,Camellia xaneufg,Golden Yunnan Camellia Powder (Skin),Poaceae,African Traditional,Sleep,High,Preclinical
a7d03036-eb0e-49e1-b67b-2300c3e85e44,Ficus gnsgngl,Purifying Kerala Ficus Powder (Sleep),Rutaceae,Unani,Cardiovascular,Low,Preclinical
d5379c86-5a42-4b5d-a1e0-6cb3d1d964db,Asparagus vjjvimk,Golden Mediterranean Asparagus Elixir (Cognitive),Euphorbiaceae,African Traditional,Cardiovascular,Low,Clinical
5ad49144-0b1c-4b6d-a978-59cfa2371f02,Rhodiola lfbtmiz,Resilient Bengal Rhodiola Seed (Metabolic),Araliaceae,Western Herbal,Stress,Moderate,Preclinical
ebb2a85b-aa1d-483e-901f-e6ad3f41f9d9,Camellia ffmmrnz,Wild Yunnan Camellia Extract (Inflammation),Solanaceae,Western Herbal,Metabolic,Low,Clinical
11691893-c5b7-46e7-a0d5-12e3fd468a63,Cassia ohttgqy,Cooling Andean Cassia Seed (Liver),Lamiaceae,African Traditional,Liver,High,Clinical
28af05c9-a51f-4ba1-a076-94c80b3b8dbc,Uncaria wciqzmj,Cooling Andean Uncaria Powder (Liver),Rosaceae,Unani,Skin,Moderate,Preclinical
db85c671-a134-4afd-923e-d5359553d4c4,Rhodiola ncypypl,Golden Andean Rhodiola Leaf (Inflammation),Rutaceae,Ayurveda,Stress,Moderate,Clinical
4a7271e2-dd9a-4187-8131-85e4116b68c7,Thymus nkqfdib,Strong Sichuan Thymus Flower (Respiratory),Lamiaceae,African Traditional,Sleep,Low,Preclinical
0c5a66f8-08de-4aa3-afc0-c5d5086cc987,Trigonella ctxdptz,Golden Mediterranean Trigonella Rhizome (Skin),Araliaceae,African Traditional,Cardiovascular,High,Preclinical
e7f3bc17-6b5b-4943-b84a-0f4962227a57,Moringa cjncowq,Strong Bengal Moringa Infusion (Skin),Euphorbiaceae,Western Herbal,Respiratory,Moderate,Clinical
2736acde-c13d-428e-959b-a04023b8f720,Alpinia zhjnckr,Mountain Kerala Alpinia Fruit (Respiratory),Asteraceae,Amazonian,Liver,Moderate,Clinical
765cca67-4574-4dc0-939f-0f61b147a4b3,Moringa vulhwrs,Soothing Andean Moringa Fruit (Liver),Fabaceae,Western Herbal,Skin,Moderate,Clinical
bcd1cfd0-513b-4f77-ab3e-00f54eb0525b,Camellia qmyxpgw,Bitter Mediterranean Camellia Leaf (Cardiovascular),Fabaceae,Amazonian,Cardiovascular,Low,Clinical
cbdd6c0b-b221-4baf-9a7f-ed3daeb67f68,Artemisia mttjlqb,Ancient Sichuan Artemisia Rhizome (Diabetes),Zingiberaceae,TCM,Cardiovascular,Moderate,Traditional
71d3d729-f6e8-4be4-9403-06d32193d168,Rhodiola vgdsegq,Purifying Andean Rhodiola Seed (Skin),Rutaceae,Unani,Digestive,High,Clinical
d6e6f448-2631-42e2-b63e-7644e8863040,Terminalia xvesapr,River Amazon Terminalia Root (Metabolic),Asteraceae,Unani,Skin,Moderate,Preclinical
8f607241-5cf2-4320-8fbc-1afb7ba0b3d8,Boswellia rarojek,Mountain Balkan Boswellia Tonic (Liver),Rosaceae,Western Herbal,Cognitive,Low,Preclinical
9276eff2-c983-4927-b564-1bd8ab59a16d,Andrographis mhgexpy,Green Atlas Andrographis Extract (Digestive),Solanaceae,Ayurveda,Metabolic,Low,Clinical
ea267e31-5ca2-4941-951b-2df41a8e2afa,Angelica dumdxgi,Golden Himalayan Angelica Seed (Liver),Solanaceae,Ayurveda,Metabolic,High,Traditional
e5cef420-4c05-49ac-a1da-4543ee1d4352,Alpinia awogtge,Fragrant Bengal Alpinia Leaf (Digestive),Fabaceae,Western Herbal,Digestive,Moderate,Clinical
7206e62f-3a80-45bb-babc-3af085519050,Silybum cvcmhho,Healing Kerala Silybum Root (Sleep),Asteraceae,Ayurveda,Skin,Low,Traditional
24164697-10b8-456d-b74f-eb257699045f,Withania fjqqgyo,Cooling Amazon Withania Seed (Metabolic),Poaceae,Amazonian,Liver,Moderate,Preclinical
244649e4-9fe7-42db-b5ef-198fab0eabef,Asparagus ngeggya,Wild Nile Asparagus Tonic (Digestive),Euphorbiaceae,Ayurveda,Stress,Low,Clinical
17ad1d40-7ab5-48cf-b9f1-a90fa62b0ba9,Adhatoda ggycogn,Purifying Andean Adhatoda Tonic (Diabetes),Rutaceae,Western Herbal,Cardiovascular,High,Traditional
4df7469f-c57c-4edb-aea7-8131d4c272e2,Terminalia iovnvku,Red Atlas Terminalia Elixir (Liver),Rutaceae,Western Herbal,Cognitive,High,Preclinical
db349f92-ad6d-4908-b55e-e44769892e94,Gymnema bslamzi,White Balkan Gymnema Fruit (Cardiovascular),Euphorbiaceae,Ayurveda,Inflammation,Moderate,Preclinical
781f81a7-909e-44e2-8c25-6db5739f0403,Thymus udrupmy,Sacred Kerala Thymus Infusion (Inflammation),Apiaceae,Unani,Skin,High,Clinical
699480cf-1fa9-4bf5-ad9f-1a974227d5e1,Aloe hkffslc,Restorative Yunnan Aloe Extract (Respiratory),Rosaceae,Ayurveda,Immune,Moderate,Clinical
ea5e425d-eb87-4f88-a8c2-f91159db01e6,Harpagophytum lzifdgg,Fragrant Balkan Harpagophytum Infusion (Skin),Zingiberaceae,Unani,Cognitive,Moderate,Traditional
c074c4ee-86dc-4f27-a3ef-024fc50147ba,Taraxacum hepvwed,Green Sichuan Taraxacum Leaf (Immune),Poaceae,Ayurveda,Digestive,Moderate,Traditional
81e24576-4509-4819-842e-023d3de2660a,Salvia hhrvqeh,White Kerala Salvia Rhizome (Cardiovascular),Solanaceae,African Traditional,Immune,High,Traditional
dd6c5b76-e934-4d31-9fb7-691706c6c544,Inula atzbmos,White Nile Inula Powder (Cognitive),Euphorbiaceae,African Traditional,Stress,High,Preclinical
a03d2621-abb3-4416-9696-eb5fffd165c1,Thymus rzewznc,Red Mediterranean Thymus Tonic (Respiratory),Zingiberaceae,Unani,Liver,Moderate,Traditional
e1c660b3-5078-41f1-851f-c802994b4b97,Gymnema ahsqjbo,Desert Atlas Gymnema Flower (Digestive),Zingiberaceae,African Traditional,Digestive,Moderate,Clinical
c9f55e66-3788-4314-8af4-05165cfc183a,Moringa oqcqzke,Resilient Atlas Moringa Resin (Skin),Euphorbiaceae,Unani,Skin,Low,Preclinical
5bce4972-6cad-4796-8e03-24348db80fa5,Aloe qpykpei,Desert Himalayan Aloe Tonic (Respiratory),Lamiaceae,African Traditional,Respiratory,Low,Preclinical
101d917d-d239-4525-a3ed-cc6e953e377e,Zingiber cvocbhs,Red Atlas Zingiber Extract (Digestive),Solanaceae,TCM,Skin,Moderate,Traditional
7604ca45-05aa-4f03-8429-44155addae7c,Aloe qdtukmg,Strong Bengal Aloe Root (Respiratory),Euphorbiaceae,Amazonian,Skin,High,Preclinical
e6e07934-0913-4d3f-9966-74b3dab0bd46,Uncaria itqqovo,Ancient Atlas Uncaria Extract (Cardiovascular),Zingiberaceae,Unani,Sleep,Low,Clinical
47e488d0-df4d-4ea0-8531-3d4b9dabddbd,Acacia ygxjmpt,Red Yunnan Acacia Powder (Sleep),Zingiberaceae,Amazonian,Inflammation,High,Preclinical
a4f7c5d5-d169-4619-9143-d3094e8e7c43,Echinacea fctotbw,Healing Balkan Echinacea Bark (Cognitive),Araliaceae,Unani,Inflammation,High,Clinical
a55d4ffc-870a-4c43-990a-db731576c0ac,Taraxacum kevegfs,Rare Nile Taraxacum Powder (Respiratory),Euphorbiaceae,Unani,Skin,Moderate,Traditional
07de6d9c-cb5e-4e7d-860a-563de3b535c3,Polygonum mkwkccw,Strong Himalayan Polygonum Rhizome (Stress),Rosaceae,Ayurveda,Cardiovascular,Moderate,Traditional
8107639e-87ed-4dbe-8437-3bf6091c77bf,Aegle ivqvqxa,Gentle Atlas Aegle Tonic (Sleep),Apiaceae,Ayurveda,Respiratory,High,Traditional
563b8d03-ccc6-4db6-bc01-007fa331fd3e,Azadirachta vgebjns,Forest Atlas Azadirachta Seed (Immune),Rosaceae,TCM,Stress,Moderate,Traditional
8b0d58a8-4f36-437f-ace4-728ee65695d9,Plantago swnucym,Purifying Saharan Plantago Leaf (Digestive),Solanaceae,Western Herbal,Digestive,High,Preclinical
aea9c892-471e-47d2-91ad-141306971acd,Ocimum csqujqm,Black Kerala Ocimum Infusion (Cognitive),Asteraceae,Ayurveda,Skin,High,Traditional
cff8c5d6-2f2c-4b9f-a120-22e36758a09a,Panax bykjbxc,Bitter Himalayan Panax Tonic (Diabetes),Solanaceae,Amazonian,Inflammation,High,Preclinical
afd2bc90-dc12-4889-9a57-76e7624f411c,Salvia frxezkx,Bright Saharan Salvia Elixir (Inflammation),Rosaceae,Western Herbal,Cognitive,High,Preclinical
e0ef8503-c3c6-4a69-9bb8-dc8ed77607c7,Achillea jbvvrky,Ancient Sichuan Achillea Flower (Metabolic),Asteraceae,Ayurveda,Metabolic,High,Preclinical
